岗位名称,公司,城市,国家,区域,最低薪资,最高薪资,薪资货币,岗位类别,JD全文,软性要求,技能标注,来源类型,来源名称,来源链接,采集日期,提交时间,同意状态,数据质量
初级全栈工程师,星启智能体,长沙,中国,岳麓区,5000,10000,CNY,llm_fullstack,"岗位职责:  
1、负责Web应用的前端与后端功能开发与迭代;  
2、参与系统架构设计,协助完成技术方案落地;  
3、持续优化系统性能,保障服务稳定性与可扩展性;  
4、配合产品与设计团队,实现业务需求的技术闭环;  

任职要求:  
1、掌握主流前后端开发技术,具备全栈开发基础能力;  
2、熟悉常见Web开发框架,能够独立完成模块开发;  
3、具备良好的代码规范意识和问题排查能力;  
4、具备较强的学习能力与团队协作意识;",,"[{""raw_name"": ""系统架构"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""系统架构""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/c4ffbc55b3a6741c0nJ43Nu-EFRY.html,2026-09-02,2026-09-02,none,human_reviewed
全栈工程师(AI Agent 平台方向),国网信息通信股份...,北京,中国,西城区,15000,20000,CNY,agent_dev,"1.参与多租户Agent运行时的核心架构设计,负责Rust原生实现的沙箱调度器、执行引擎与RAG检索管道。
2.设计并实现高并发的Go业务网关,处理海量会话、租户隔离、流量控制与状态同步。
3.负责React(Web端)或Flutter(移动端) 的前端交互层开发,封装标准化SDK,交付流畅的Agent交互体验。
4.专精方向(请在简历中注明首选方向,四选一)根据所选专精方向,攻坚平台落地中的深水区系统级难题。
A. 实时全双工音频会话引擎(语音采集 + 识别 + 合成)
这不是简单的“录音上传”,而是构建Agent的实时听觉与口语中枢。您需负责端到端的语音交互闭环。
B. 高并发向量检索管道(RAG存储与索引)
自研Rust向量检索服务,为Agent提供长期记忆与实时上下文检索能力。
C. 多租户安全沙箱编排(环境隔离与生命周期管理)  (与平台核心模式最直接相关的方向)
平台的核心抽象是“环境”——即每个用户或团队拥有完全隔离的独立运行空间。您负责构建这套环境编排系统。
D. Agent工具编排与可观测性(Tool Calling & Tracing)
Agent的确定性取决于工具调用的准确性,而Agent的可调试性取决于全链路追踪。您负责这两个命脉。",,"[{""raw_name"": ""Function Calling"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Tool Calling""}, {""raw_name"": ""ReAct"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""React""}, {""raw_name"": ""React"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""React""}, {""raw_name"": ""Rust"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Rust""}, {""raw_name"": ""系统架构"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""架构设计""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""Go"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Go""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/85bb3b1d6f3756630nJ-2tW1E1VU.html,2026-09-02,2026-09-02,none,human_reviewed
全栈 Agent 工程开发实习生,知启无垠教育科技,北京,中国,海淀区,4350,5438,CNY,agent_dev,"项目介绍
我们正在开发一套面向真实教学场景的智能教学平台,目前已经完成产品的初步底座和核心技术框架,接下来将进入持续的功能上新、体验优化、自动化测试和快速迭代阶段。你会直接参与真实产品研发,工作内容覆盖教师建课、课程编辑、学生学习、测验作业、学习进度、AI 教学能力等模块,并参与从需求理解、代码实现、联调测试到上线迭代的完整过程。

岗位职责
你将根据能力参与以下工作:
使用 Codex、Claude Code、Cursor 等 AI Coding Agent 完成代码阅读、需求分析、功能开发、问题定位和代码优化;
基于现有 React + TypeScript 前端及后端项目持续开发新功能;
完成页面、接口、数据模型之间的联调以及 Bug 修复;
使用 Git、Worktree 等方式进行分支管理和并行开发;
使用 Playwright 等工具进行自动化测试和端到端验证;
根据真实用户反馈持续优化产品交互和功能细节;
参与 AI Agent、LLM 服务及工具调用能力开发;
参与 Agent 工作流、上下文管理、模型接入等 AI 应用能力建设。

我们希望你
熟练使用 Codex、Claude Code、Cursor 等 AI Coding Agent;
计算机、软件工程、人工智能或相关专业学历;
有一定 Web 开发基础,能够独立阅读、理解并修改真实项目代码;
了解 Git 基本操作,能够使用分支完成日常开发;
能够独立阅读技术文档、搜索资料并排查常见开发问题;
对代码可维护性、异常处理和基本工程规范有一定认识;
对 AI 如何改变教学、学习和教师工作方式有自己的兴趣和思考;

工作方式
希望每周能够稳定投入 4–5 天
项目已有较完整的产品和代码底座,以功能上新、测试和持续迭代为主
研发任务会拆分为较清晰的小功能、Bug 或测试任务
会提供必要的 AI Token、模型调用、开发环境和测试资源
能力优秀者可以逐步独立负责完整功能模块",,"[{""raw_name"": ""TypeScript"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""TypeScript""}, {""raw_name"": ""AI Coding"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""AI Coding""}, {""raw_name"": ""ReAct"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""React""}, {""raw_name"": ""上下文管理"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""上下文管理""}, {""raw_name"": ""自动化测试"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""自动化测试""}, {""raw_name"": ""React"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""React""}, {""raw_name"": ""Function Calling"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""工具调用""}, {""raw_name"": ""Git"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Git""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/1fbeacd12a8636e10nJy2966E1VR.html,2026-09-02,2026-09-02,none,human_reviewed
AI Agent开发工程师,某大型知名互联网上市公司,北京,中国,,30000,60000,CNY,agent_dev,"岗位描述
我们正在寻我对A技术充满热情的你,共同探索电商领威的技术创新,结合自研的海宝研发领威人模型打造具备”领威架构”级别的A研发系统,助力海宝平台代码研发效率,睢动A喊能研发场景,
塑造电商技术的未来。如果你希望在电商生态中挖掘AI在研发效率革命中的无限可能,这里是你的梦想舞台!
加入我们,你将:
赋能研发团队,创新开发德式:构建A1P0were的系统架构,打造从需求理解、任务规划、方案设计、代码生成、测试到部著的智能化技术链路,为开发团队赋能,呼低开发成本,缩短交付用期成为技术创新的驱动者:深入研究和实现多领域AI Agent技术,包括但不限于需求分析智能体、代码生成智能体、代码调试辅助工具和自动化性能优化等,为电高研发带来颠疆性的效率提升,·定义未来研发智能体体系:探索AI技术在企业级研发场景中的全面应用,构建体系化、模块化的解决方案,为公司整个生态构建基础性技术基建。
岗位要求
1.专业背景:计算机、人工智能、软件工程等相关专业硕土及以上学历,3年以上经验;学握PythonJava/C++等编程语言开发,具备扎实的算法与数据结构基础;
2.Agent相关经验:具各Agent系统开发经验,掌握LangChai/Lamialndex/AuoGer等框架及实现原理,能够设计高可用、高扩展性的人模型/Agent工程架构:掌源0penAP.RPC、MC等议实
现方案;掌握Prompt工程、RAG、Tool Caling、Context Engineering等AI应用关键技术;
3.分项:了解机器学习、深度学习的常见算法等知识,有Tan5ome等模型实战经验优先,有数居工程、模型微调后训练、模型评测经验的同学优先;有良好的工程架构能力,具各代码生成、自
动化工具开发相关项目经验者优先;
4.综合素质:具备出色的问题拆解和解决能力,强自驱力与团队协作精神,对用AI解决复杂研发问题充满热情。",,"[{""raw_name"": ""Context Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Context Engineering""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""机器学习"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""机器学习""}, {""raw_name"": ""深度学习"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""深度学习""}, {""raw_name"": ""系统架构"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""系统架构""}, {""raw_name"": ""C++"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""C++""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""SFT/LoRA"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""微调""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Prompt""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/600d3760f3305a7a0nF539q_EVdT.html,2026-09-02,2026-09-02,none,human_reviewed
AI Agent全栈实习-交易广告,字节跳动,北京,中国,海淀区,4350,5438,CNY,agent_dev,"职位描述:
日常实习:面向全体在校生,为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
团队介绍:中国交易与广告,负责抖音电商、生活服务、广告营销等营收业务的研发。用技术带来美好生活,让用户发现更多优价好物,为用户提供更丰富独特的生活体验;连接海量用户与商家,促进交易达成,让生态里全流程体验更流畅,助力营收业务长效增长。
加入团队,你将投身流量与增长主战场,挑战复杂业务场景技术难题;直面真实商家和用户,用技术解决看得见的问题,在实战中快速成长,书写属于你的价值故事!

1、依托各类AI Coding工具,独立完成广告业务相关项目的前后端全栈开发、功能迭代与接口联调,负责前/后端技术选型和开发工作,参与方案设计,保障业务需求高质量落地;
2、主导或参与前后端基础设施建设,包括组件库沉淀、工程化工具链优化、CI/CD流程改进,提升团队研发效率;
3、与产品、算法等团队紧密协作,推动跨团队技术方案对齐,保障项目按时交付;
4、关注前端前沿技术发展,推动新技术在业务中的落地实践,持续优化用户体验和页面性能;
5、参与Agent在广告业务场景中的落地探索(如Agent产品交互开发、工作流编排等),跟进前沿Agent开源方案,沉淀可复用的调度模板与工程最佳实践,善于利用AI Coding工具提升个人及团队开发效率,具备工程提效意识。

职位要求:
1、本科及以上学历在读,计算机、人工智能、软件工程等相关专业;
2、掌握Python/Go/Java/JavaScript任意2门开发语言,熟悉Node.js/Go,具备前后端一体化开发能力;
3、理解LLM基础原理,熟悉AI Agent核心模块(Prompt、记忆机制、工具调用、RAG、多智能体),能区分不同层级模型的业务适用场景;
4、熟练掌握主流AI编码工具(TRAE、Claude Code、Codex等),能够利用AI完成需求拆解、代码编写、复杂逻辑重构、Bug定位修复、单测编写、代码评审,具备AI协同研发思维;
5、熟悉Git基础操作,具备良好的沟通能力与团队合作精神;对技术保持好奇心,善于独立思考并反思总结;
6、有相关岗位实习及项目开发经历优先。

加分项
1、有AI辅助前后端全栈开发、Agent项目部署与二次开发实战经验;
2、实操过Agent任务拆分、多智能体并行调度、模型自动择优等核心功能;
3、熟悉MCP协议、LLM工具调用、AI自动化工作流搭建;
4、有对话应用、智能编排、知识库平台等相关项目开发经验。",,"[{""raw_name"": ""JavaScript"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""JavaScript""}, {""raw_name"": ""AI Coding"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""AI Coding""}, {""raw_name"": ""Node.js"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Node.js""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""CI/CD"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""CI/CD""}, {""raw_name"": ""Java"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""Function Calling"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""工具调用""}, {""raw_name"": ""多智能体协作"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多智能体""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""MCP"", ""importance"": ""nice_to_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""MCP""}, {""raw_name"": ""Git"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Git""}, {""raw_name"": ""Go"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Go""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Prompt""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/ed91c31d0422cbd80nJz2Nq7ElBX.html,2026-09-02,2026-09-02,none,human_reviewed
Al Agent 全栈工程师(新),网易杭州,北京,中国,海淀区,20000,30000,CNY,agent_dev,"網易NETEASE
Al Agent 全栈工程师(新)
**
有道事业群
技术/北京市/0-3年/学历不限/全职
岗位描述

1.负责有道广告现有产品的业务迭代,包括但不
限于运营系统、竞价系统等产品
2.负责有道广告相关AI产品涉及的Agent开发、模型集成等工作
3.利用AI技术挖掘广告相关业务的新产品,深度探索AI业务提效方式
4.持续跟进AI领域的最新技术趋势,结合AI能力与业务需求,提出并落地创新性的业务机会

岗位要求

1.本科及以上计算机相关专业毕业
2.熟悉一门前端或后端编程语言,在研发工作中深度使用Al Agent编码
3.责任心强,积极主动,良好的产品意识
4.有良好的沟通,团队协作能力
5.有计算广告经验者加分",,[],public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/e2d3a039a2bfc4d40nN729m1EldU.html,2026-09-02,2026-09-02,none,human_reviewed
Agent全栈开发实习生 - 数据平台(上、杭),字节跳动,上海,中国,杨浦区,10875,11962,CNY,agent_dev,"职位描述
团队介绍:数据平台是字节跳动数据中台部门,为公司多业务线(包括抖音、电商、直播和生活服务等)提供一站式大数据解决方案,涵盖数据的生产、清洗、传输、建模、分析等全流程链路,提供数据开发、实验评估、画像标签、增强分析等多元场景解决能力。同时,数据平台部门也致力于把字节跳动积累沉淀的数据中台解决方案做商业化输出,让更多行业能够应用我们的产品能力构建自己的数据中台。在火山引擎上,我们提供了营销增长套件,数据中台等相关产品解决方案,为泛互联网、金融、汽车、新零售等行业提供了行业解决方案。

日常实习:面向全体在校生,为符合岗位要求的同学提供为期3个月及以上的项目实践机会。

1、参与数据平台前端产品与Agent应用的全栈研发,覆盖Web前端、Node/BFF、服务端接口与Agent Skill,完成分配的模块开发与代码提交;
2、参与Agent能力及相关服务的建设,涉及Prompt Engineering、Workflow、Multi-Agent、Tool Calling等技术方向,承担其中可独立完成的子任务;
3、结合数据分析、数据可视化等业务场景,参与Agent解决方案的原型验证与功能落地;
4、协助进行日常需求开发、Bug修复与代码优化,配合团队完成迭代节奏;
5、关注大模型与Agent领域的前沿进展,参与内部技术分享与小范围技术预研。
职位要求
1、本科及以上学历在读,计算机、软件工程等相关专业优先;
2、能保证每周到岗4天、连续实习3个月(可长期实习者优先);
3、具备Web前端基础,熟悉HTML、CSS、JavaScript/TypeScript与HTTP协议,了解浏览器渲染与常见性能问题的基本概念;
4、熟悉常用数据结构与设计模式,掌握Python、Java、Go、Node.js中至少一种服务端语言,能够在指导下完成从前端到接口的小型闭环开发;
5、学习能力强,喜欢钻研,主动性好,具备良好的团队合作精神和沟通能力,能够按时保质完成导师安排的任务。

加分项
1、有大模型与Agent相关的动手经验,如基于大模型API、Agent框架、Prompt/评测等课程项目、开源项目或个人实践;
2、有数据可视化相关项目实践经验。",,"[{""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Prompt Engineering""}, {""raw_name"": ""Function Calling"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Tool Calling""}, {""raw_name"": ""多智能体协作"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Multi-Agent""}, {""raw_name"": ""JavaScript"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""JavaScript""}, {""raw_name"": ""TypeScript"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""TypeScript""}, {""raw_name"": ""Node.js"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Node.js""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""网络协议"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""HTTP协议""}, {""raw_name"": ""Java"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""Go"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Go""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/736c9244b144c7bb0nJ52d2_GFBQ.html,2026-09-02,2026-09-02,none,human_reviewed
agent 全栈工程师,小红书,上海,中国,黄浦区,3262,6525,CNY,agent_dev,"岗位职责:  
1. 负责 agent 系统的全栈开发与架构设计  
2. 参与核心功能模块的迭代与性能优化  
3. 协同算法与产品团队推动智能服务落地  

任职要求:  
1. 熟练掌握主流前后端技术栈,具备独立开发能力  
2. 有较强的系统设计和问题解决能力  
3. 对人工智能应用场景有热情,具备良好的协作意识",,"[{""raw_name"": ""系统架构"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""架构设计""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/b34603f60c7e54430ndy09q7FlFZ.html,2026-09-02,2026-09-02,none,human_reviewed
科研Agent全栈开发实习生,深势科技,上海,中国,徐汇区,6525,8700,CNY,agent_dev,"提供实习留用机会~
职位描述
1.参与科研智能平台SciMaster核心模块开发,聚焦Agent工程化落地,协助完成智能体集成层、任务调度模块的编码实现与迭代优化。
2.协助构建可扩展的科研工作流体系,参与实验流程管理、计算任务调度、多智能体协同编排及状态维护等功能的开发调试。
3.配合团队完成大语言模型Agent框的集成工作,适配科研场景的应用需求。
4.基于React等框架开发交互界面,实现基础页面与功能,协助专业数据可视化模块调试。
5.协助后端服务开发,参与接口实现、测试与优化;执行工程化规范并编写基础文档。

职位要求
1.上海线下工作,保证每周投入工作5天以上。
2.代码开发能力强,学习能力强、能快速跟进技术迭代,具备良好的沟通协作意识和问题排查能力。
3.本科及以上学历,2026年及以后毕业的在校学生,计算机相关专业或生物、物理、化学等STEM领域学生若具备同等计算机能力者。
4.熟练掌握Python/Go/Node.js中至少一门后端语言及其生态框架(如FastAP,Gin,Express),具备良好的编程基础和数据结构知识;熟悉React/Vue等至少一种主流前端框架及相关技术栈优先。
5.了解智能体(Agent)基本原理,有LangChain/Google ADK等Agent框架使用或学习经历,或参与过RAG、多智能体相关项目者优先。
6.熟悉APl设计逻辑与常用数据库(如MySQL、MongoDB)使用,接触过消息队列、缓存技术者优先;有微服务、CI/CD相关知识储备更佳。

加分项
1.对材料、物理、化学、生物等科研领域有基本认知,或接触过科研工作流相关产品者。
2.了解AI工程化相关技术,如模型服务化、检索增强(RAG)、LLM编排等,参与过AI平台、智能体系统、科研相关软件或自动化工具的开发项目更佳。
3.在GitHub、HuggingFace等技术社区有代码贡献,或有编程竞赛获奖经历。
4.对AIforScience领域有浓厚兴趣,愿意主动探索科研与工程的交叉应用。",,"[{""raw_name"": ""Hugging Face"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""HuggingFace""}, {""raw_name"": ""LangChain"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""LangChain""}, {""raw_name"": ""Node.js"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Node.js""}, {""raw_name"": ""MongoDB"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""MongoDB""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": ""熟练"", ""evidence_text"": ""Python""}, {""raw_name"": ""Git"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""GitHub""}, {""raw_name"": ""MySQL"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""MySQL""}, {""raw_name"": ""ReAct"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""React""}, {""raw_name"": ""CI/CD"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""CI/CD""}, {""raw_name"": ""React"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""React""}, {""raw_name"": ""多智能体协作"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多智能体""}, {""raw_name"": ""RAG"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""微服务"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""微服务""}, {""raw_name"": ""Vue"", ""importance"": ""nice_to_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Vue""}, {""raw_name"": ""Go"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Go""}, {""raw_name"": ""JavaScript"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""js""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/8e3e3c64245c34110nV_3tS6GFBV.html,2026-09-02,2026-09-02,none,human_reviewed
字节跳动全栈 Agent 工程师 实习/27校招,北京字节跳动,上海,中国,徐汇区,6525,10875,CNY,agent_dev,"地点:上海;
岗位:全栈 Agent 工程师(偏前端、偏后端均可)
业务:抖音生活服务业务,服务抖音生活服务万亿GMV市场,业务发展快速,机会和挑战多多。
在这里你会有这些挑战和成就:
* 学习和设计服务百万商家的商品管理动线平台和工具
* 参与大部门级别的搭建方案的设计,并通过先进研发模式和AI探索搭建平台的未来
* 学习和使用各种字节系大模型工具,在业务流程和研发流程中使用大模型来极致提效

欢迎成为ByteDancer一起学习、一起舞!",,[],public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/8ded7691f612277e0nF_3ty7FlNZ.html,2026-09-02,2026-09-02,none,human_reviewed
全栈研发实习生(AI Agent) (MJ002530),星环,上海,中国,徐汇区,6090,6960,CNY,agent_dev,"岗位职责
参与核心产品的前后端设计、开发和持续迭代;
负责 AI Agent、大模型应用及自动化工作流的研发;
完成模型接入、Prompt、工具调用、RAG、上下文管理等能力建设;
参与系统性能优化、线上问题排查及工程质量建设;
关注大模型技术发展,推动新技术在实际业务中落地。
岗位要求
计算机、软件工程、人工智能等相关专业,本科及以上学历;
计算机基础扎实,熟悉数据结构、算法、网络及数据库;
熟练掌握至少一门后端语言,如 Java、Go、Python或Node.js;
熟悉 React、Vue、TypeScript 等前端技术,具备完整的全栈开发能力;
熟悉 MySQL、PostgreSQL、Redis 等数据库或中间件;
理解大语言模型及 AI Agent,具备 Prompt、工具调用、RAG 等实践经验;
能够熟练运用 Codex、Claude Code 等 AI 编程工具提升研发效率;
学习能力强,有责任心和自驱力,能够主动分析并解决问题。
加分项
有完整的全栈、AI Agent或大模型应用项目;
有可展示的代码、产品或技术成果;
熟悉 Linux、Git、Docker及基本部署流程;
有从0到1独立完成项目的经历。",,"[{""raw_name"": ""TypeScript"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""TypeScript""}, {""raw_name"": ""PostgreSQL"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""PostgreSQL""}, {""raw_name"": ""Node.js"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Node.js""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""Docker"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Docker""}, {""raw_name"": ""MySQL"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""MySQL""}, {""raw_name"": ""Redis"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Redis""}, {""raw_name"": ""ReAct"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""React""}, {""raw_name"": ""上下文管理"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""上下文管理""}, {""raw_name"": ""Linux"", ""importance"": ""nice_to_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Linux""}, {""raw_name"": ""React"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""React""}, {""raw_name"": ""Java"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""Function Calling"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""工具调用""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""Git"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Git""}, {""raw_name"": ""Vue"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Vue""}, {""raw_name"": ""Go"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Go""}, {""raw_name"": ""JavaScript"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""js""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Prompt""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/ccc6c99dc17c180c0nJ539i5FFdY.html,2026-09-02,2026-09-02,none,human_reviewed
agent全栈研发(前端偏全栈 实习or校招),字节跳动,深圳,中国,南山区,7830,10875,CNY,agent_dev,"日常实习:面向全体在校生,为符合岗位要求的同学提供为期3个月及以上的项目实践机会。
深圳、北京、广州
团队介绍:剪映研发团队,主要支持剪映、Capcut、醒图、Hypic、即梦、Dreamina、小云雀、Pippit等多款国内外产品的研发工作,业务覆盖多元化影像创作场景,并孵化了多款AIGC明星产品,相关产品多次登顶国内外App Store 免费应用榜第一,并继续保持高速增长。加入我们,一起打造全球最受用户欢迎的影像创作和GenAI产品。

1、负责即梦AI相关创新方向工具产品能力及用户产品能力建设;
2、探索基于图片、视频生成的新的创作场景与AIGC/大模型的结合点,实现创新功能;
3、参与AI创新产品的远期规划、需求分析和技术方案制定;
4、与算法、音视频等团队紧密配合,完成相关原子能力建设,保障高质量迭代。

【职位要求】
1、本科及以上学历在读,计算机、软件工程等相关专业优先;
2、每周可出勤4天,可连续实习4个月;
3、具备过硬的编码能力,熟练掌握HTML、CSS、JavaScript、Node.js等前端技术,深入了解JavaScript语言,使用过React或Vue.js等主流开发框架;
4、有音视频相关开发经验、性能优化经验、服务端程序开发经验、App/小程序开发经验优先;
5、有自己的技术产品、开源作品或活跃的开源社区贡献者优先;
6、有较强的学习意愿,有LLM、视觉生成、音视频等技术经验的加分。",,"[{""raw_name"": ""JavaScript"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""JavaScript""}, {""raw_name"": ""Node.js"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Node.js""}, {""raw_name"": ""Vue"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Vue.js""}, {""raw_name"": ""ReAct"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""React""}, {""raw_name"": ""React"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""React""}]",public_job_page,boss_zhipin,https://www.zhipin.com/job_detail/270885406c85398c0nN639--FFBW.html,2026-09-02,2026-09-02,none,human_reviewed
